# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	4.3454378594	0	2.7876977568	0	0	0	0	0	0	0	0	10.3853254650	0	0	0	0	0	0	0	0	0	0	3.4499857622	0	0	0	0	0	0	0	0	0	3.5544465431	0	0	6.2894994134	8.2414646897	0	10.5690512539
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1899821191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Methanosarcina.s__Methanosarcina_barkeri	0	4.9154689915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.8101014874	16.6562413008	0	0	0	0	19.7780475909	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	19.3413382893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1075333851	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Pseudomonas.s__Pseudomonas_putida	3.7871433208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4196455973	0	0	0	0	0	0	0	0	0	0	0	3.3224798729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Pseudomonas.s__Pseudomonas_stutzeri	0	2.5316210067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1534246766	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2930999233	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6482488476	0	3.8856734656	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2288073508	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5626977533	0	0	0	0	0	0	0	0	0	0	0	3.8058469596	0	0	6.1166134612	0	0	0	4.7145406329	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Streptomyces.s__Streptomyces_chartreusis	0	0	6.4645957844	0	3.8911192621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	1.5819824587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1831211063	5.6140757527	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9473290591	7.4918121286	34.1992211002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Thauera.s__Thauera_phenylacetica	14.4913982419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	7.9074788697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4894735365	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	3879.5655361971	8044.0449577378	4061.1177351610	3467.2042442855	7879.0287254942	3216.6437987716	3560.6702371285	4293.4075725040	4156.6025053276	2863.0339332888	3989.2531982343	3189.3644837375	3955.0411959132	3023.9081451501	3819.4244446345	4807.6180422462	4594.2255674667	4161.4429664241	4298.6516569649	3130.7716502767	3736.7930809322	8388.8805522240	3278.1347061262	3084.8622666279	3355.1360004681	2586.4569886817	2788.3887538452	2367.4616406825	3539.1675220150	4109.6006475483	4495.5103864142	6845.7819655032	3605.4758693335	3020.1127008080	4228.3575914921	2623.1910817576	4677.9460200478	4121.7479688532	5154.0440129388	2707.3007253582	3937.8845532843	2097.5185620055	3182.4533582674
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	3372.3159135388	4379.6555906893	1900.2646605525	1875.0390771847	3143.3441606379	1705.7733628051	2579.4937589614	2124.3798354189	2351.5395857811	2121.9725546052	2343.7826125699	1898.4960694289	3271.1466449916	2414.6927722471	3127.5745957526	4078.2199641884	3464.5856346481	3177.5137197507	3406.2630870190	1937.6533294853	2741.1180834969	6411.6196264391	1996.0028251907	2058.0314501625	2363.7802406113	1905.5402181433	2218.0099551279	1821.3366171605	2069.1596962566	2361.5364789605	3901.2420732476	5430.4079689748	3037.3134886050	2097.4892849677	2958.6639630051	2119.0296376393	2680.4127828567	3521.7453582091	3520.3604755853	1468.2542921243	2013.6505682531	1471.8824776915	2028.8699068892
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9193499087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4994488635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2851300545	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	9.6187201389	0	0	0	0	0	0	17.6109550246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9816524010	27.9182604539	0	26.5312338214
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dechloromonas.s__Dechloromonas_aromatica	22.1485937657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6408755976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4393069212	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4662294403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	4.3337436258	0	3.0081715204	0	0	0	0	0	0	0	0	10.6896115575	0	0	0	0	0	0	0	0	0	0	3.7779369285	0	0	0	0	0	0	0	0	0	3.1987397819	0	0	6.1062075357	10.3125470404	0	13.0453464475
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2245422034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Methanosarcina.s__Methanosarcina_barkeri	0	4.5826213602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.2003998947	20.8285008151	0	0	0	0	19.7233952091	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	19.8035863797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2946247719	0	4.8152872576	0	8.6288445063	0	0	0	0	0	0	0	9.6194974417	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Pseudomonas.s__Pseudomonas_putida	3.2930768615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9208977541	0	0	0	0	0	0	0	0	0	0	0	3.5479972719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Pseudomonas.s__Pseudomonas_stutzeri	0	1.7212655495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2275232409	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5245479510	0	4.0115336940	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4047998658	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	5.9003497732	0	0	0	0	0	0	0	0	0	2.2024206963	0	3.8047488496	0	18.8371393375	0	0	0	0	5.9824820473	5.4875589179	12.3685528887	0	0	0	0	0	0	2.9876958372	0	0	2.5068448897	2.9764820755	0	3.1001241093	0	0	0	3.0483400265	3.0469302603	3.2358838427
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Streptomyces.s__Streptomyces_chartreusis	0	0	10.2723054143	0	4.7462556310	0	3.5427827718	0	0	0	0	0	0	0	3.7823368639	0	0	0	0	0	0	0	1.8115466735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3588942252	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	1.7305917697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4549602741	5.4428398245	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8821530262	8.1573956781	33.9314275095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Thauera.s__Thauera_phenylacetica	12.6436960993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Thiobacillus.s__Thiobacillus_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8050385383	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	7.2082941802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8554648385	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	3233.2409557633	4276.5317046593	1875.3330363051	1874.9925194989	3117.3130674059	1703.9862584527	2529.4955729001	2102.0867703914	2287.6503098038	2081.5813709584	2335.4484209560	1891.5248968706	3232.7978989409	2367.5475737173	3010.4714609071	3829.2463697568	3367.4539201014	3157.8335391010	3346.0577039499	1916.8662545341	2692.6442044792	6389.4141038446	1984.0102725266	2043.5073120540	2350.1449509394	1905.2513230202	2190.2100908632	1769.7748462317	2057.7341317653	2314.0951248229	3650.4958656975	5313.4674912061	2979.4625633145	2076.5310379689	2909.6752343208	1990.5092631707	2621.0716519310	3445.6803791610	3457.7595002483	1440.8444367396	1906.4052314630	1462.3166737681	1920.0043652284
ARO-PWY: chorismate biosynthesis I	3640.0537808074	7026.0917499319	3485.0559716177	2894.1894077997	6485.4054851084	2802.8237084097	3424.9987994363	3601.0052008236	3687.4504863386	2598.5395631805	3381.4739333919	2812.2674060558	3405.4218012725	2836.0180676963	3528.9066615285	4722.8663043385	4346.7366619476	3774.1244796808	4185.3054688574	2979.0864973180	3718.4715054536	7747.5705465025	2903.4843778769	2737.8725045814	3058.6924534080	2342.4605673338	2592.5201769781	2254.0812427400	2985.9022407031	3633.1703073831	4310.4314614511	5864.3342120207	2925.3768035804	2792.8595593564	4072.3801059930	2397.9838210649	4246.5684590616	3962.5525387119	4946.6451050302	2323.5906907883	3323.1614539005	1899.0552119746	2819.2309189088
ARO-PWY: chorismate biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6140047324
ARO-PWY: chorismate biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	5.5542865166	0	0	0	0	0	0	14.9986335525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8624048974	15.8587658928	0	14.0089108108
ARO-PWY: chorismate biosynthesis I|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9724217710	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2387585707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Desulfobacter.s__Desulfobacter_postgatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6545281227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	3.3398755556	0	0	0	0	0	3.3586501838	8.3424950608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1249252513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Nostoc.s__Nostoc_punctiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5991832368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Oscillatoria.s__Oscillatoria_acuminata	0	8.5031125027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6048296057	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4508533095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8597307475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Sorangium.s__Sorangium_cellulosum	0	0	0	0	7.0894963227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Thauera.s__Thauera_aminoaromatica	4.8811858485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	9.0558547116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.5134012881	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	3595.6999544429	6938.9353165607	3454.5541819363	2894.1894077997	6435.4676279665	2794.4171621285	3361.8328396058	3580.3471000887	3656.7086125333	2592.3507363989	3377.8713693281	2803.2928431086	3390.9072329218	2792.1267485058	3476.3313608600	4586.7446758945	4245.2449625534	3753.6000567133	4146.6413656021	2970.6905702353	3692.1349781762	7735.8658843572	2898.2131121842	2726.4631466858	3047.6969173197	2342.1110321859	2581.2279167608	2231.7978233200	2981.6080116943	3574.5024116006	4205.3680289398	5837.4584523238	2908.0151788808	2782.8143612009	4041.7950732304	2363.9646027672	4229.7931691146	3907.4968538171	4894.0882787190	2310.9780544075	3285.1116206933	1892.9935778914	2774.2677525666
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1139.4641093281	1876.1257931250	917.2977665421	774.9400563503	1848.3545866227	608.5866139475	1040.7177591430	892.0325101083	1186.7390449800	834.2296959246	1235.3550726539	850.1893688563	1176.9078188175	933.0326859687	1170.7516085421	1308.2186836532	1443.9002814006	920.4963158157	1094.6912081990	1042.3423215331	1225.3503481720	2639.5728180630	983.8156529479	695.4245603992	961.5452002136	1037.7873707634	788.0389372263	711.2072554805	889.3718501359	648.1819553850	1307.3147399445	1917.1685166980	1009.9555090992	756.3007241869	1125.2868833777	1083.9148577729	1097.3269120372	1468.0561462082	1498.2527861712	722.9727045130	1054.2552910479	713.8130465537	866.5219955098
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7610427607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3442382231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacillus.s__Bacillus_megaterium	0	0	1.1545149739	0	0	0	1.7414018285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9361827352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1168060670	0	2.1351279114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6177827957	0	0	0	0	0	0	0	0	0	0	0	2.7239792349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Microcoleus.s__Microcoleus_vaginatus	0	2.1827715508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6221657849	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7386362047	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	2.2128678933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0391998120	0	3.9952799713	0	0	0	0	0	0	0	9.3854758174	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3914828678	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	1131.0301377260	1863.2154219385	898.0541703645	774.9400563503	1842.4626913741	608.5866139475	1003.3021102594	890.1716275141	1176.6415344563	833.9961140806	1234.2435518527	849.9448370278	1176.2069652762	928.0746763155	1150.3271005732	1162.2076931719	1430.4270211527	920.4963158157	1092.2087546181	1041.8339548189	1223.1903513177	2638.4885743250	981.0091145035	694.9844387484	960.7949715684	1037.7873707634	786.4272319833	706.7405543497	885.5650298030	634.7577714061	1285.7313929580	1916.6259369541	1009.9555090992	756.0465752911	1125.0711150826	1083.7974811677	1096.9274751334	1460.6194199704	1454.5627670875	722.6627500978	1046.5564498775	712.8474059392	865.3223543177
AST-PWY: L-arginine degradation II (AST pathway)	55.7767926893	150.7488272863	32.1140271766	30.9207030662	64.1810201914	71.8059151155	42.2032047756	71.9479678868	76.1593899940	23.3444792386	49.8554013855	42.9094652600	28.2906584204	35.0429609727	49.2970957907	185.5746793483	40.3553327247	120.8823038495	44.6124476255	32.6147810271	38.9458594944	106.5392866784	40.9421611122	25.8087726072	31.5225244176	29.4636289974	50.2892755168	63.8454947128	37.5519034923	251.7445891631	71.7931562395	63.2635454182	26.7050002198	31.2464237981	53.0315922891	17.6045618635	54.5858212743	26.1332725916	137.3627767769	30.9121294713	44.6662289081	18.7877707242	33.1163075532
AST-PWY: L-arginine degradation II (AST pathway)|g__Acinetobacter.s__Acinetobacter_junii	0	2.1350793538	0	0	0	0	0	0	0	0	0	0	1.7548580320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4091884074	0	0	0	0	0	0	0	0	0	17.6742877010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5393766400	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0	0	0	0	0	0	0	1.1668735890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	10.9822106240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5979923573	0	4.7789495003	0	0	0	0	0	0	0	8.5173497585	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2375280487	0	0	0	0	0	0	0	0	0	0	0	1.2794150689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
